# scene 18 = loose lines (Dende/Krillin, Bulma, radar), narrations (!18), minigame prizes, password, sound test, senzu (bank 1D)
18	00	Krillin,|there's|something neat<FB>in the elder's|house.
18	01	This planet|isn't very|big,<FB>but Namekians|are hard to|track down<FB>without a|scouter...
18	02	Good thing it|was nothing|serious.
18	03	Th-thank you.
18	04	Us? We're...
18	05	So now I'm off|to find that|Dragon Ball.
18	06	P-please take|me with you.<FB>I think that's|the Grand|Elder's Ball.
18	07	...? ...I see.|Then let's go|together.
18	08	Yes.
18	09	...So that's|the story.<FB>I'm taking him|back to the|Grand Elder.
18	0A	Understood.|Be careful.
18	0B	Bulma! I'm|taking the|Dragon Ball!!
18	0C	Huh!?
18	0D	Hurry! My|Dragon Ball<FB>is on the way|to where that|Namekian was!!
18	0E	So, what do|we do now?
18	0F	Yeah, no|point sitting|around here.
18	10	Look! There's|a Dragon Ball|over here too.
18	11	So that's one|they haven't|gotten yet...
18	12	Okay! I'll go|look for it.<FB>Gohan, you|wait here with|Bulma!
18	13	So you cleared|every game in|Moori Village.<FB>Good, good.|It will pay|off someday.<FB>A little hint?|Up, plus the|action button...<FB>Anyway, keep|up the good|work.
18	14	Which way?
18	15	What now,|Gohan?<FB>Looks like|those guys|went that way.
18	16	Straight ahead|is the Grand|Elder's house.
18	17	So we just go|straight from|here?
18	18	It's close!|Right there!!<FB>What now,|Gohan?!
18	19	I sense a lot|of kis nearby.<FB>What now,|Gohan?
18	1A	Huh? There's a|ki over there.|What is that?
18	1B	Krillin and|Gohan made it|back safely<FB>to Bulma's|cave.
18	1C	!18/3Meanwhile, Vegeta,|badly wounded by|Zarbon's new form,<FB>was recovering in|a medical machine|on Frieza's ship.
18	1D	Meanwhile,|Gohan and|Bulma, waiting<FB>for Krillin to|return...
18	1E	!18Frieza went to the|Grand Elder's home<FB>and fought Nail to|learn how to wish.
18	1F	Well done.
18	20	Very well|done.<FB>Your skill at|the controls|is flawless.
18	21	Try a little|harder and a|treat awaits.<FB>Do your best|next time.
18	22	But first, a|message for|you from Goku.
18	23	Me and Gohan's|adventures are|far from over.<FB>See you next|time!
18	24	Here's your|password. Copy|it carefully.
18	25	Until we meet|again.
18	26	Here you can|view battle|and face art,<FB>and listen to|the music.
18	27	Gohan ate the|last Senzu.
18	28	Gohan and|Krillin ate|the last ones.
18	29	Gohan, Krillin|and Vegeta ate|the last ones.
18	2A	Life was|restored.
