# scene 16 = Ginyu's body swap, Frieza's wish fails, Jeice warns the captain, Goku faces Ginyu (bank 1E)
16	00	I've swapped|bodies with|you...!
16	01	Wh... what|just...!
16	02	Back to the|ship.
16	03	This is bad...|At this rate...<FB>they'll run|into Krillin|and the guys!!
16	04	Ugh... w-wait!!
16	05	Over here,|Krillin!
16	06	They buried|them, huh?
16	07	All right!
16	08	Now everyone|will come back|to life!
16	09	Come forth,|Shenron!!<FB>And grant our|wish!
16	0A	.........
16	0B	Nothing's|happening...|Why...!?
16	0C	I sense two ki|heading this|way!
16	0D	Hide your ki|and get down!!
16	0E	What's going|on... Didn't we|bury them?
16	0F	Goku! You beat|that guy and<FB>made friends|with his|lackey!?
16	10	So it was you|who found the|Dragon Balls...
16	11	Yeah, but we|can't get our|wish granted...
16	12	I see... no|luck, huh...
16	13	Krillin!!!|That's not my|dad!
16	14	Huh?
16	15	That's right!|I am the great|Ginyu!!!
16	16	F-found you...!
16	17	Krillin,|Gohan... that's|not me.<FB>He swapped|bodies with|me!
16	18	S-so it's|true...!!
16	19	Jeice! Get in|here and|fight!!!
16	1A	Yes sir!!!
16	1B	Not so fast!|You're|fighting me!
16	1C	Move!!! I'll|take care of|him too.
16	1D	He's gonna use|that move|again!<FB>Perfect! I|can get my|body back!!
16	1E	Th-that jerk...
16	1F	Can't let him|get Vegeta's|body now...<FB>Ah! I'll use|that frog!
16	20	G-Goku, are|you okay!?
16	21	Dad, hang|in there!!
16	22	H-he sure did|a number on|my body...
16	23	Bring him|inside the|ship.
16	24	Knowing you,|you'll heal up|in no time.
16	25	This feels|great...
16	26	Gohan, I'm off|to see the|Grand Elder.<FB>We can't wish|until we learn|how it works.
16	27	What about|me...?
16	28	No need. One|of us going|is enough.
16	29	Meanwhile,|Dende was|rushing to<FB>tell Krillin|and the others|the password.
16	2A	Why did you|let him go!<FB>Your softness|makes me|sick...
16	2B	So you're no|Super Saiyan|after all...
16	2C	A Super|Saiyan...?
16	2D	At this rate,|you'll never|beat Frieza!!<FB>Worse, Frieza|must already|be immortal.
16	2E	N-no, I don't|think he got|his wish.
16	2F	What! How do|you know!?
16	30	If the Dragon|Balls here are|like Earth's,<FB>it should get|dark when the|dragon comes.<FB>But it's still|bright, so|probably not.
16	31	That's it! He|doesn't know|the password!<FB>We can still|get our wish|granted!!
16	32	Ho ho ho...|Even my heart|is racing.
16	33	Dragon|Balls!!<FB>Grant me,|Frieza,|eternal life!!
16	34	Ooooooh!!!
16	35	.........
16	36	...Nothing is|happening...
16	37	P-perhaps you|are already|immortal, sir?
16	38	No... I don't|think so...
16	39	Ah! When we|stole the|second ball...
16	3A	Even if you|gather all the|Dragon Balls,<FB>you people|will never get|your wish.
16	3B	'You people'...|He did say|that...<FB>So there's a|password... I|must get it...!
16	3C	Oh!?<FB>Two readings|that seem to|be Namekians...<FB>Point 8829401.|I'll go ask|them myself.<FB>Ginyu, you|guard the|Dragon Balls.
16	3D	Understood!
16	3E	Hmmm......
16	3F	Hm!?
16	40	Captain|Ginyu!
16	41	Jeice? What|is it?
16	42	W-well, sir...!
16	43	Wh-what!!?|Guldo, Recoome|and Burter...<FB>All of them|beaten!?<FB>.........
16	44	Very well.|Captain Ginyu|himself will<FB>show you how|it's done...
16	45	Jeice, hide|the Dragon|Balls.
16	46	They're|buried, sir.
16	47	Good. Then|let's go...<FB>Ginyu Force,|move out!!!
16	48	...Just as I|feared.<FB>The Special|Fighting Pose|falls flat<FB>with only two|of us...<FB>Whoever did|this will|pay dearly!!!
16	49	Two power|levels headed|this way...
16	4A	Wait... Where's|Frieza...?
16	4B	That strong ki|over there|must be him.
16	4C	That|direction...!
16	4D	That's the|Grand Elder's|place!<FB>He went to|learn how to|make the wish!
16	4E	O-once he|learns how to|make the wish,<FB>he'll kill the|Grand Elder|for sure!<FB>If he dies,|the Dragon|Balls vanish,<FB>and Frieza|doesn't know!
16	4F	Wh-what!?
16	50	They're|here!!
16	51	So that's|him...<FB>The one who|wiped out|Recoome<FB>and the others|so easily...
16	52	This may be my|most exciting|fight yet...
16	53	I'll hold him|off!<FB>You guys go|find the|Dragon Balls!
16	54	O-okay...!
16	55	Vegeta, you|take the other|one.
16	56	Let's go!!
16	57	So long,|Kakarot!!!
16	58	Vegeta!!!!
