# scene 7 = Frieza faces Vegeta, Krillin and Gohan; first transformation (bank 0A, never translated before)
7	00	.........
7	02	So you finally|show your true|colors...
7	03	I'll remind|you what true|terror is!!!
7	04	N-no way......
7	05	I-I never knew|he was this|powerful...
7	06	Wh-what|incredible ki...<FB>Th-there's no|way we can|win...
7	07	Of course you|can't...<FB>Can three tiny|ants defeat a|dinosaur?
7	08	We can win!|With these two|at my side,<FB>we can take|him down!
7	09	Ho ho ho...!|You, beat the|great Frieza?<FB>You do say the|funniest|things...
7	0A	Their power|levels keep|rising...
7	0B	And I am|becoming the|Super Saiyan<FB>you've always|feared...!
7	0C	!! What a|tall tale...<FB>Super Saiyan,|he says...|Heh heh heh...
7	0D	Every word out|of your mouth|ticks me off!!
7	0E	I see... So it|wasn't all|empty talk...
7	0F	H-he's|right...!!<FB>With all three|of us, we just|might do it...
7	10	Then perhaps|I should get a|bit serious...
7	11	Big talk!!
7	12	Transform,|Frieza!
7	13	Huh...
7	14	Transform...!?
7	15	Oh! How clever|of you to know|about that.
7	16	Very well...!|If you're that|eager to die,<FB>I'll show|you!!
7	17	He can|transform...!?
7	18	A rare few|aliens can|change form...<FB>Some do it for|camouflage,<FB>others to save|energy when|not fighting...
7	19	Wh-what...!!
7	1A	Hraaaaah...|aaah......!!!
7	1B	Aah... ah...!!
7	1C	Hah!!!
7	1D	Heh... heh heh...|Careful now...<FB>In this form,|I won't be so|gentle...
7	1E	Heh heh heh...|What a pitiful|face, Vegeta!<FB>Never dreamed|I'd get this|strong, eh?
7	1F	D-damn|you...
7	20	Now then...|Who shall I|torment first?
7	21	Hah!!!
7	22	Something's|coming!!!
7	23	!?
