# scene 13 = arrival of the Ginyu Force; Tsuno's village and the old master; Moori's riddles (bank 0D, never translated before)
13	00	Over there!!!
13	01	Hey there,|little Vegeta.
13	02	W-we were so|close...
13	03	Oh? Might that|be one of the|Dragon Balls?
13	04	Damn it!!!
13	05	Wha...!?
13	06	Too bad for|you.<FB>Burter is the|fastest in the|universe.
13	07	Destroy|it!!!!
13	08	So the rumor|was true...<FB>Guldo really|can stop time|for a moment.
13	09	That makes all|seven.<FB>I'll take them|to Lord|Frieza...<FB>You deal with|Vegeta and his|friends...!
13	0A	Play nice now!|Ha ha ha ha!!!
13	0B	All right! Who|gets to fight?<FB>Rock-paper-|scissors?
13	0C	Guldo, be a|dear and take|the two runts.
13	0D	Oh well, fine.
13	0E	And I'll take|Vegeta.
13	0F	Hold on a sec.|How's that|fair...
13	10	Aw, what's the|harm? Right,|Jeice?
13	11	All right!!|Time to sweep|up the trash...
13	12	Whoa, whoa,|whoa!! They|got Guldo!
13	13	Th-this is|a problem...|With one gone,<FB>our fighting|pose loses|its beauty...
13	14	Now, little|Vegeta, it's|our turn.
13	15	Haaaaa...
13	16	...Th-that ki!|H-he's... alive...
13	17	...It can't|be... no...
13	18	Hi there!
13	19	.........
13	1A	What...!|Aliens...?
13	1B	Wh-what do you|want!?
13	1C	We're looking|for the Dragon|Balls...
13	1D	Wh-what!
13	1E	We don't seem|very welcome|here...
13	1F	I am the|elder of this|village.
13	20	Hmm...
13	21	Why the Dragon|Balls...?<FB>Rumor has it|someone's been|raiding our<FB>villages and|stealing them.
13	22	Krillin told|him everything|that happened.
13	23	I see. But|how do I know|that's true?<FB>Sorry, but the|Dragon Ball|stays here...
13	24	Where did you|hear about the|Dragon Balls!?<FB>Answer wrong,|and you won't|get off easy!!
13	25	I sense no|evil in you,|but...
13	26	I am the elder|of this|village.<FB>So you seek|the Dragon|Balls...<FB>I've heard|dark rumors of|late. Tell me,<FB>why do you|want them...?
13	27	Hello...
13	28	I hear they're|from a planet|called Earth.
13	29	You want the|Dragon Ball...<FB>Our elder is|stubborn. Once|he says no,<FB>he won't give|it up easily.
13	2A	Say what you|will, I won't|budge on it...
13	2B	The Dragon|Balls are orbs|of hope.<FB>They are proof|of our wisdom|and strength.<FB>To ask for one|you need the|right motive<FB>and strength.|Shall I test|you a little?
13	2C	I see. A pity.
13	2D	Oh, good.|Then let's|begin.
13	2E	Then I cannot|give you the|Dragon Ball.
13	2F	Well done! The|Dragon Ball is|yours...<FB>is what I'd|love to say,|but alas,<FB>it belongs to|Tsuno, not me.|Hee hee hee!
13	30	Sorry about|earlier. No|hard feelings?<FB>Here's a tip.|Go talk to the|old master.<FB>Keep going|right past the|village<FB>and you'll|find him.
13	31	Grandpa means|well. Please|forgive him.
13	32	You should go|see the old|master.<FB>He lives just|outside the|village.
13	33	The old master|lives alone.<FB>Just keep|walking right|from here.
13	34	And who might|you be?
13	35	So, you want a|good word put|in with Tsuno.<FB>Then you were|wise to come|to me.<FB>I have an|unusual gift,|you see.<FB>Let me have a|peek inside|your head.
13	36	Hmm. I see it|all now. Wait|here a moment.
13	37	I've had a|good talk with|Tsuno.<FB>Talk to him|again. You'll|get good news.
13	38	Ah, you came.|I've heard it|all...<FB>even what you|intend to do|from here.<FB>Very well. I|leave the Ball|in your care.<FB>But never let|it fall into|evil hands!
13	39	Please be|careful.
13	3A	Good luck.
13	3B	Good for you.
13	3C	The device in|Moori Village|only pays off<FB>once you clear|every stage.
13	3D	Do your best.
13	3E	Answer the|riddles I give|you.
13	3F	What do you|get by burning|scrap paper?
13	40	Hmm, not bad.|But the next|one is hard!!
13	41	What picture|does a good|artist draw?
