# scene 12 = Namekian village: Frieza, Zarbon, Dodoria; Gohan and Krillin save Dende
12	00	Beyond that|cliff...!
12	01	It seems this|is everyone in|the village.
12	02	I see! That|device is how|they find us...<FB>Three of them|in all. Good...!
12	03	My name is|Frieza.<FB>I'm collecting|your so-called|Dragon Balls.
12	04	.........
12	05	I believe|there's one|here as well?
12	06	Keeping quiet?|Then I shall|kill you.
12	07	Never! Not to|the likes of|you! Leave!!
12	08	The others all|handed theirs|over nicely...
12	09	Liar! No one|would give you|one willingly!
12	0A	Oh, they did,|after a little|of this.<FB>Zarbon, please|show them.
12	0B	Hyah!
12	0C	Wh-why, you!!|You think a|cheap trick<FB>like that can|beat me?
12	0D	Damn! He's|after the|scouters!
12	0E	D-damn you...!
12	0F	C-Cargo!!
12	10	Dodoria,|wait!
12	11	Now you see.|Keep up this|stubbornness<FB>and that child|dies next.
12	12	...I have no|choice...<FB>But swear that|you'll spare|the village!
12	13	Grr...|Th-those|guys...
12	14	H-hey, Gohan!|Don't get any|funny ideas!<FB>Th-there's no|way we can|take them...!
12	15	Take this and|get out of|here.
12	16	Much obliged.|But you did|break our<FB>scouters... so|I'll have you|all die now.
12	17	Wh-what!!!|Y-you fiends!!|Dende, run!
12	18	Y-yes!
12	19	I'll show you|Namekian|pride!!!
12	1A	Heh heh heh!|So much for|your pride!
12	1B	Ah...!|Waaaah!!!
12	1C	Heh heh heh...|Squashing a|brat's no fun,<FB>but oh well.|Just die!
12	1D	Stooop!!!
12	1E	Wh-what the!?|Who are you!?
12	1F	You monster!!!|I'll take you|down!!!
12	20	Whaaat!!!
12	21	You idiot!|Run! Now!!!
12	22	D-damn it...!
12	23	After them,|Dodoria! Catch|them!!!
12	24	Raaaaah!!!!
12	25	D-damn|you!!!
