# scene 5 = Ginyu Force (Recoome, Burter, Jeice) against Goku; Vegeta watches
5	00	.........
5	01	Ugh...
5	02	H-he's barely|taken any|damage...
5	03	!18Warm-up's over!
5	04	All right!|Let's get|started!
5	05	Nice! Not bad|at all!!<FB>Better than I|expected,|li'l Vegeta!!
5	06	Hey now, you|all right?
5	07	You're not|done already,|are you?
5	08	M-monster...<FB>Damn it... He's|toying with me|like a child...
5	09	Got any moves|with more|punch?<FB>If not, I'll|just kill you|now, okay?
5	0A	You're with|that no-good|Frieza, right?
5	0B	Heh heh heh.|Try to make|this fun, huh?
5	0C	Hey! What's|this worm's|power level!?
5	0D	Only about|5000!
5	0E	What...|He's all talk,|huh.
5	0F	You guys can't|beat me.<FB>I don't need|to fight you|to know that.
5	10	Huh!?
5	11	Bwa ha ha!
5	12	!18This little worm|sure talks big!
5	13	I'll shut you|up for good,|in a flash!
5	14	He's clearly...|surpassed the|limits of a<FB>Saiyan...|N-no...|Impossible...<FB>A clown like|him could|never become<FB>the legendary|Super|Saiyan...!!
5	15	I-I'm done|wasting time|on this moron.
5	16	!18/3Give up now and|you won't get|hurt.<FB>Go back to your|own planet.
5	17	Wha...!!
5	18	Still wanna|fight, huh...
5	19	All right! Are|you ready!?
5	1A	Recoome...|Mach...|Attack!!!
5	1B	Wh-why is|Goku so sure|of himself...?
5	1C	Burter!
5	1D	Yeah! Let's|go!!
5	1E	Figured you|wouldn't go|home...
5	1F	Wh-who the|hell are you...
5	20	A Saiyan who|grew up on|Earth, I hear.
5	21	No way! No|Saiyan could|be that fast!!
5	22	Beats me...|Must be all|that training.
5	23	Why you...
5	24	But my power|level should|be far higher!<FB>Run around|all you like!
5	25	Th-this|guy...!
5	26	That does|it...! I won't|be mocked by<FB>some little|nobody...!!
5	27	Don't you get|it yet!?<FB>Stop this|pointless|fight!
5	28	This guy's|nothing!
5	29	We'll show you|what it means<FB>to face the|mighty Ginyu|Force...
5	2A	...|Th-this can't|be happening...<FB>It's a|nightmare...
5	2B	Jeice!!
5	2C	Shut up!!
