# scene 11 = Bulma in the cave, Dodoria vs Vegeta, Piccolo arrives and fuses with Nail, ending (Kaio/Kami/Porunga), Frieza vs Dende, villages, Grand Elder and Nail
11	00	What's up?|You're back|awfully early.
11	01	Oh, I get it.|You got scared|and ran back!
11	02	That's not it!|Just let me|rest a bit.
11	03	Well, I'm off.
11	04	This planet|seems awfully|dangerous.<FB>Be careful|out there.
11	05	You look beat.|Rest here for|a while.
11	06	Oh, take this|with you.<FB>Eat it on the|status screen|to heal a bit.
11	07	Got emergency|rations!
11	08	Please be|careful,|Krillin.
11	09	This spot|between the|rocks is good.
11	0A	What!? In a|place like|this!?
11	0B	They won't|find you here!
11	0C	I'm taking|Gohan to the|Grand Elder.
11	0D	Huh?
11	0E	H-hey! You're|leaving me all|alone here!?
11	0F	If Gohan meets|the Grand|Elder...<FB>he might even|get as strong|as Vegeta!
11	10	Please bear|with us...
11	11	Fine, fine!
11	12	We'll leave|the Dragon|Ball here too.<FB>All right,|we're off!
11	13	Take as much|food as you|can carry.
11	14	H-how awful...
11	15	That way.
11	16	In the water!?
11	17	Oh, I get it!<FB>The villagers|must've hidden|it in a hurry.
11	18	All right!!
11	19	I said hand|it over nice|and easy!<FB>You've got the|Dragon Ball,|don't you!?
11	1A	I told you, I|have no idea|what you mean!
11	1B	Play dumb any|longer and you|die like him!!
11	1C	Those thugs!!!
11	1D	Oh, well done!|An Earthling,|aren't you?
11	1E	Good. I know|where a Dragon|Ball's hidden.<FB>Follow me.
11	1F	Uh... okay.
11	20	Here we are.|I saw those|aliens hide a<FB>Dragon Ball|in this pond.
11	21	Oh, yes. I|must thank you|for saving me.<FB>I have an|unusual power.<FB>Let me raise|your stats|a little.
11	22	There!
11	23	Life went up|by 1000!
11	24	Good. Now go,|and give it|your all.
11	25	The Grand|Elder's home|is this way.
11	26	So we go|this way from|here?
11	27	Okay, let's|hurry.
11	28	Who the heck|were those|brats?<FB>They were no|ordinary kids.
11	29	Aaaaargh!
11	2A	Hey. Long time|no see,|Mr. Dodoria.
11	2B	Vegeta!! S-so|you're the one|who jumped me!
11	2C	Whatever. Hand|me the scouter|and get lost.<FB>Do that, and|I'll let you|go this once.
11	2D	So you lost|all of your|scouters!?
11	2E	Are you nuts!?|Why'd you go|and smash it!?
11	2F	Because I|don't need it|anymore.
11	30	Frieza fears|what Saiyans|could become...!
11	31	...Too late...|He's dead...
11	32	Ah! This one's|still alive!
11	33	Let's head|back to Bulma|for now.
11	34	So this is my|homeland...<FB>I see... It|feels oddly|familiar.<FB>I have to find|Gohan... He's|not close by.<FB>...! I sense a|monstrous ki|far away...<FB>So that's the|one...!<FB>And three more|huge kis right|beside it...!
11	35	Hm!? I sense|a faint ki...
11	36	...He looks|just like me...|A Namekian...
11	37	The Namekian|the Earthlings|spoke of...<FB>Th-thank|goodness...
11	38	Oh? You seem|to know quite|a lot...<FB>Then you know|I'm in a rush.<FB>Sorry, but I'm|leaving you|here to die.
11	39	You've gained|incredible|power...<FB>but you still|can't beat|Frieza.<FB>M-merge with|me! Your power|will multiply!
11	3A	Sorry, but I'd|rather stay|myself.
11	3B	D-don't worry.|You will still|be yourself...<FB>I'm merely|a catalyst...
11	3C	Fine. I'll|give it a try.
11	3D	...Good... You|must defeat|Frieza...
11	3E	I don't need|you to tell|me that.
11	3F	Th-this is|unbelievable!|Such power!!<FB>The ultimate|power is now|mine!!!!
11	40	.........
11	41	Goku had the|fight won...<FB>But Frieza,|driven into|a corner,<FB>wiped out|Planet Namek|itself...
11	42	King Kai, this|is Kami, from|Earth...
11	43	Ah... Yes,|I hear you.
11	44	We're busy|gathering the|Dragon Balls,<FB>so those who|helped us can|be revived...
11	45	Hm? You're|alive!?<FB>Then Piccolo|isn't dead|either!?
11	46	Oh...!!
11	47	Namek isn't|gone!! They're|all alive!!
11	48	I've just had|word. We have|all the Balls.
11	49	Oh, you have!!
11	4A	Your Dragon|Balls can|revive many<FB>people at|once, right!?
11	4B	Y-yes...
11	4C	Hmm...
11	4D	All right,|I've decided!!<FB>Kami, the wish|is to revive|all those<FB>killed by|Frieza and|his men.
11	4E	That will also|bring back the|Grand Elder,<FB>whose life was|cut short by|Frieza's men.<FB>Then the last|wish on Namek|can teleport<FB>everyone there|but Frieza|to Earth!
11	4F	I-I see...
11	50	Hurry!
11	51	Then, right|away...!
11	52	We did it!!|Everyone's|back to life!
11	53	Grand Elder|of Namek!<FB>I am King Kai|of the North|Galaxy.<FB>...So please,|ask Shenron|right away!!<FB>Send everyone|except Frieza|to Earth!
11	54	Understood. I|will contact|Dende.
11	55	Change the|wish! Make it|everyone but<FB>Frieza and me!
11	56	I know how you|feel, Goku...|but for now...
11	57	If I don't|finish this|here and now,<FB>I'll never|forgive you...!
11	58	A-all right...|If it means|that much...<FB>But you make|sure you come|back alive...
11	59	Yeah.
11	5A	Dende, it is|the Grand|Elder.<FB>Please make|the last wish.
11	5B	Th-those are...|the Dragon|Balls!!!
11	5C	Ngh!!!
11	5D	Make me,|Frieza,|immortal!!!
11	5E	Oh no!!!
11	5F	Pupottapi|ripokarrura|tonpupagatoro
11	60	Very well.|As you wish.<FB>All but these|two shall be|sent to Earth.
11	61	What!?
11	62	Looks like the|wish has to be|in Namekian...
11	63	The planet has|begun to|shrink...<FB>It won't last|much longer...<FB>Either way,|only d-death|awaits you...
11	64	Maybe so.
11	65	Save?
11	66	Isn't it time|you started|talking?
11	67	Agh...|Urgh... gah...!
11	68	Consider this|your final|warning.
11	69	Heh... heh heh|heh...<FB>Dende should|be reaching|the Earthlings<FB>about now...|to give them|the password...
11	6A	Wh-what!!?
11	6B	That kid we|passed on the|way here...!!
11	6C	D-damn you!|You were only|buying time!?
11	6D	This is the|Moori Village|massacre.
11	6E	This is the|Tsuno Village|tragedy.
11	6F	Event not|finished.
11	70	Got the Dragon|Radar from|Bulma!
11	71	About 30|minutes left!!
11	72	Fool! You|underestimated|my recovery!!!
11	73	Perfect! Looks|like Frieza's|not aboard...!
11	74	If I know|Frieza, the|Dragon Balls<FB>must be in|here!
11	75	Found them!|The Dragon|Balls!!
11	76	Yes! Now it's|my turn!!!
11	77	Ah! Th-the|Dragon Balls!!|It's Vegeta!!!
11	78	Why, that|little...!!!
11	79	What a|disgrace...!<FB>You let Vegeta|escape, and|now he has the<FB>Dragon Balls|as well...!
11	7A	Go after him,|now!!!
11	7B	D-damn it...!!!
11	7C	Good as new!
11	7D	Hm!? What's|that?
11	7E	A ship! It|just landed!
11	7F	Vegeta knows|about this|place.<FB>W-we have to|move, fast!
11	80	Isn't Gohan|back yet!!?
11	81	N-no sign of|him yet...!!
11	82	Hm! There he|is!!!
11	83	Krilliiin!
11	84	Look! Look|what I found!!
11	85	Way to go!
11	86	Good job,|Gohan!
11	87	I'll explain|later! We have|to go, now!!
11	88	Dodoria, with|all his power,|is dead... And
11	89	Frieza fears|what Saiyans|could become...!
11	8A	K-Kakarot...
11	8B	Goku...!
11	8C	D-Dad, be|careful! Those|guys are...
11	8D	Don't worry! I|can take these|guys myself.
11	8E	H-he's huge......
11	8F	The Grand|Elder awaits.<FB>Step forward|and speak|to him.
11	90	I hope he|gives you the|Dragon Ball.
11	91	Welcome...
11	92	Let me thank|you for saving|my son, Dende.<FB>Thank you...
11	93	I'll get|straight to|the point.<FB>Could you lend|me that Dragon|Ball?
11	94	If our wish|comes true,<FB>Earth's Dragon|Balls will|return too...!
11	95	What? There|are some on|Earth too...?
11	96	I see... The|child of|Katas...!<FB>Indeed, he was|a Dragon Clan|prodigy,<FB>able to create|Dragon Balls.
11	97	So he died...
11	98	Yes... killed|by a Saiyan...
11	99	A Saiyan...?|Could it be a|Super Saiyan?
11	9A	Forgive me,|Earthling, but|allow me to<FB>look into|your past...
11	9B	I see... He|split in two,|and halved his<FB>natural-born|genius...<FB>Had the two|only become|one again,<FB>he might not|have died.
11	9C	Your wish is a|pure one,<FB>so I will give|you this|Dragon Ball.<FB>But I have|only a few|days to live.<FB>I fear your|wish will not|be granted.
11	9D	Still, it's|far better|than giving<FB>those villains|eternal life.
11	9E	By the way,|your power is|extraordinary.<FB>And yet, what|a waste. More|still sleeps<FB>inside you.|Let me awaken|that power.
11	9F	Huh!? Power|sleeping|inside me!?
11	A0	Wh-whoa......!!
11	A1	Th-the power...|Whoaaa!! It's|bursting out!!
11	A2	Hah!!
11	A3	Um, could I|bring one more|friend here?<FB>I'm sure he|has amazing|hidden power!
11	A4	Bring him. We|need all the|strong, just<FB>warriors we|can get...
11	A5	Then I'll go|get him right|away.
11	A6	I see that|your wish is|a pure one.<FB>I intend to|entrust this|Dragon Ball<FB>to you, but|first...<FB>In the village|of Elder Moori|a child still<FB>lives, though|he is close|to death.<FB>Could you|bring that|child to me?
11	A7	Moori's|village...!?
