# scene 14 = Dende takes Krillin to the Grand Elder; Vegeta gives chase; Ginyu Force introduction; Goku arrives (bank 01)
14	00	There it is!|On top of that|tall rock...!
14	01	Up there?
14	02	All right!
14	03	Welcome back,|Dende. The|Grand Elder<FB>already knows|most of what|has happened!
14	04	S-so he knew|all along...
14	05	Well, that|saves us some|explaining...
14	06	B-but he looks|so much like|Piccolo...
14	07	If you knew|all that, why|stay here?
14	08	The Grand|Elder is very|old and dying.<FB>He can only|stay here and|rest quietly.
14	09	It's that|bad...
14	0A	Welcome,|Earthling.
14	0B	Huh!?
14	0C	Come, the|Grand Elder|awaits inside.
14	0D	That tall|mountain!
14	0E	Yes!
14	0F	!!! G-Gohan!|A ki, behind|us!!!
14	10	Huh?
14	11	It's Vegeta!|He's coming in|fast!<FB>He must know|we've got a|Dragon Ball.<FB>I'll buy us|some time.<FB>You get to the|Grand Elder!!!
14	12	H-he's so|fast...
14	13	You and I are|not on the|same level.
14	14	Hm!? That|mountain...<FB>Someone else|is up there...
14	15	So they hid|the Ball...
14	16	So the last|Ball is...
14	17	over there!
14	18	N-no! W-wait!!
14	19	What is|this place...?
14	1A	Wait, Vegeta!!
14	1B	Leave. I won't|let you in!
14	1C	You must want|to die...
14	1D	Ah!! Y-yes!|Gohan's ki|just went up!
14	1E	Hm? This ki...|Kakarot?
14	1F	Come on|out!
14	20	What...!? How|did your base|power jump!?
14	21	D-Dende, warn|everyone at|once...<FB>A great,|unknown power|nears Namek...!
14	22	Y-yes...!!
14	23	H-hey!
14	24	Dende.
14	25	He says|someone is|nearing Namek.
14	26	It's true!
14	27	The Ginyu|Force!!!<FB>1... 2... 3...|4, 5! N-no|mistake...!
14	28	Y-you two!|Give back the|Dragon Ball<FB>you stole from|me, now!
14	29	I have six|Dragon Balls|now.<FB>You've got the|last one,|don't you!<FB>Hand it over,|quick!
14	2A	No way!!!
14	2B	Listen well!<FB>The Ginyu|Force is five|fighters, each<FB>as strong as|me... no,|stronger!<FB>With their new|scouters they|will find us<FB>in no time and|kill us all!
14	2C	He's right.|Five huge,|evil powers...
14	2D	Ugh...
14	2E	Don't blame me|if it's too|late!!!
14	2F	F-fine...|Follow me...!
14	30	At last, the|Ginyu Force|has arrived...!
14	31	Recoome!!!
14	32	Burter!!!
14	33	Jeice!!!
14	34	Guldo!!!
14	35	Ginyu!!!
14	36	Together, we|are...<FB>the Ginyu|Force!!!!
14	37	.........
14	38	Lord Frieza,|please tell us|our mission.
14	39	Beat Vegeta,|that traitor,|half to death<FB>and bring him|here, please.<FB>He must tell|me where he|hid the Balls.
14	3A	An easy task.<FB>We'll take our|time with him.|We're off!
14	3B	Gotta find|those three|fast...<FB>Stay alive,|Krillin!|Gohan! Bulma!<FB>Oh, man... This|place is full|of huge kis...<FB>...!! There!!|Three big kis,|real close by!<FB>Now I'll show|what I learned|training under<FB>100 times|gravity!
