# scene 1 = minigame tutorials (rocks/oxygen, frogs with Nail, escape from Dodoria, buttons) and training screen help (!18)
1	00	Whoa, so many|rocks...<FB>
1	01	I have to get|past these|rocks<FB>to reach the|Dragon Ball...<FB>
1	02	How to play?|  Yes|  No
1	03	Move the rocks|to reach the|Dragon Ball.<FB>The pale rocks|won't budge,|so be careful.<FB>
1	04	Also, Gohan|can't hold his|breath long.<FB>Watch the|oxygen gauge|on the right.<FB>When he's low|on air, swim|up to breathe.<FB>Well then,|good luck!<FB>
1	05	All right!!<FB>
1	06	I will test|your strength|in a contest.<FB>If you shoot|four frogs|before I do,<FB>the Dragon|Ball is yours!<FB>
1	07	How to play?|  Yes|  No
1	08	Aim left and|right with the|D-pad,<FB>and shoot the|frogs with the|right button.<FB>The first to|get four frogs|wins.<FB>You can't move|on until you|beat Nail,<FB>so you must|win no matter|what.<FB>Well then,|good luck!<FB>
1	09	Heh. Not bad|at all...<FB>I'll report to|the Grand|Elder at once.<FB>The Dragon|Ball will be|yours.<FB>
1	0A	What's wrong,|Earthling?<FB>Is that all|you've got!?<FB>Don't forget,|Namek's fate|rests on you.<FB>Once more!|  Yes|  No
1	0B	Fly as fast as|you can!!!<FB>Get caught and|it's all over!<FB>
1	0C	Ha ha ha ha!!!|You won't get|away!!!<FB>
1	0D	How to play?|  Yes|  No
1	0E	In this game,|you run away|from Dodoria.<FB>The bottom|gauge shows|his drive.<FB>While it's|over half, he|chases you.<FB>If he catches|you, a battle|begins.<FB>Under half, he|fires energy|blasts.<FB>He can't catch|you then,<FB>but get hit|once and his|drive returns.<FB>You win when|his drive|runs out.<FB>Well then,|good luck!<FB>
1	0F	D-damn it...!!<FB>I'd better get|back to Lord|Frieza...<FB>
1	10	This is it.<FB>The timer is|on the right.<FB>Press every|button before|it runs out!<FB>
1	11	All right,|let's give it|a try.<FB>
1	12	How to play?|  Yes|  No
1	13	At the start,|the bottom|right button<FB>is pressed and|the timer|begins.<FB>Use the D-pad|to press the|buttons,<FB>one square at|a time.<FB>Press them all|to clear it.<FB>The button on|the left goes|back a square.<FB>Well then,|good luck!<FB>
1	14	All right!!<FB>
1	15	Hey, Dende...<FB>I bet winning|this gets me|nothing, huh?<FB>
1	16	I wonder...<FB>
1	17	Oh well...<FB>
1	18	Aw, time's up.<FB>
1	19	You were so|close.<FB>
1	1A	Play again?|  Yes|  No
1	1B	!18/3Bulma's dad says|his settings will|make me stronger,<FB>but if I tweak 'em|myself, I might|get crazy strong.<FB>Or I might end up|weaker...<FB>I can change the|settings once|a day.<FB>Select shows what|shape I'm in.<FB>If I get stumped,|I just point at it|and press Start!<FB>
1	1C	!18/3Set up six|training courses.<FB>Arm trains attack,|Leg trains speed,|Belly trains life,<FB>Ki trains ki,|Chest defense,|and Head command.<FB>
1	1D	!18/3Set the hours for|each course.<FB>Longer training|gives bigger stat|gains,<FB>but fatigue also|builds up faster.<FB>
1	1E	!18Set the training|intensity.<FB>It affects stat|and fatigue gains.<FB>
1	1F	Resting lowers|fatigue.<FB>Set how often|and how long|to rest.<FB>
1	20	!18Set how fast the|gravity increases.<FB>It affects stat|and fatigue gains.<FB>
1	21	!18Days left until|you reach Namek.<FB>It's also how many|setups are left.<FB>
1	22	!18/3The number of|Senzu beans Goku|has.<FB>Any left when you|reach Namek earn|a bonus.<FB>One is used when|fatigue goes over|100.<FB>
1	23	Fatigue rises|as you train.<FB>Over 100, you|can no longer|train.<FB>While Senzu|beans remain,|one is used<FB>to reset it|to 0.<FB>
1	24	Back to the|status screen.<FB>
